 ID,DATA E HORA,TQ SUSPENSÃO,VEL_1_RPM, VEL_5_RPM,COZEDOR, TEMP AMOSTRA C°,ASPECTO
1142,8/1/2023 1:30:00 AM,Tanque 1003,149600.0,43320.0,Therlet 4,22.0,OK
1148,8/1/2023 3:30:00 AM,Tanque 1003,139000.0,40880.0,Therlet 4,21.0,OK
1149,8/1/2023 3:30:00 AM,Tanque 1003,139000.0,40880.0,Therlet 4,20.0,OK
1152,8/1/2023 5:30:00 AM,Tanque 1002,139200.0,40560.0,Therlet 4,20.0,OK
1310,8/7/2023 12:39:00 AM,Tanque 1003,150800.0,38900.0,Therlet 4,23.0,OK
1283,8/7/2023 2:45:00 AM,Tanque 1003,146000.0,43920.0,Therlet 4,29.0,OK
1286,8/7/2023 4:30:00 AM,Tanque 1001,137200.0,38720.0,Therlet 4,24.0,OK
1290,8/7/2023 7:34:00 AM,Tanque 1001,132200.0,38650.0,Therlet 4,24.0,OK
1292,8/7/2023 2:34:00 PM,Tanque 1002,131600.0,38560.0,Therlet 4,23.0,OK
1296,8/7/2023 4:30:00 PM,Tanque 1001,135000.0,38600.0,Therlet 4,23.0,OK
1298,8/7/2023 5:33:00 PM,Tanque 1002,138800.0,39440.0,Therlet 4,24.0,OK
1302,8/7/2023 7:33:00 PM,Tanque 1002,136800.0,39760.0,Therlet 4,24.0,OK
1306,8/7/2023 9:35:00 PM,Tanque 1001,133600.0,39920.0,Therlet 4,24.0,OK
1314,8/8/2023 1:30:00 AM,Tanque 1003,132000.0,37600.0,Therlet 4,23.0,OK
1318,8/8/2023 3:30:00 AM,Tanque 1003,130400.0,39600.0,Therlet 4,23.0,OK
1321,8/8/2023 5:30:00 AM,Tanque 1001,151200.0,42720.0,Therlet 4,23.0,OK
1325,8/8/2023 3:30:00 PM,Tanque 1002,122800.0,37200.0,Therlet 4,25.0,OK
1326,8/8/2023 4:30:00 PM,Tanque 1003,139200.0,38800.0,Therlet 4,23.0,OK
1330,8/8/2023 6:33:00 PM,Tanque 1002,134800.0,39520.0,Therlet 4,23.0,OK
1333,8/8/2023 8:34:00 PM,Tanque 1001,127200.0,38480.0,Therlet 4,23.0,OK
1336,8/8/2023 9:35:00 PM,Tanque 1002,127600.0,39360.0,Therlet 4,23.0,OK
1339,8/8/2023 10:30:00 PM,Tanque 1003,151600.0,44400.0,Therlet 4,23.0,OK
1345,8/9/2023 1:30:00 AM,Tanque 1003,133600.0,39360.0,Therlet 4,24.0,OK
1349,8/9/2023 3:30:00 AM,Tanque 1003,123600.0,39720.0,Therlet 4,24.0,OK
1350,8/9/2023 4:30:00 AM,Tanque 1003,136000.0,38160.0,Therlet 4,25.0,OK
1354,8/9/2023 4:34:00 PM,Tanque 1003,134800.0,40320.0,Therlet 4,24.0,OK
1357,8/9/2023 6:33:00 PM,Tanque 1002,141600.0,41840.0,Therlet 4,23.0,OK
1360,8/9/2023 8:25:00 PM,Tanque 1003,139600.0,41520.0,Therlet 4,24.0,OK
1363,8/9/2023 9:33:00 PM,Tanque 1002,135200.0,40640.0,Therlet 4,23.0,OK
1369,8/10/2023 12:30:00 AM,Tanque 1002,130000.0,36240.0,Therlet 4,22.0,OK
1372,8/10/2023 2:46:00 AM,Tanque 1001,135000.0,39120.0,Therlet 4,24.0,OK
1376,8/10/2023 4:30:00 AM,Tanque 1003,122000.0,36880.0,Therlet 4,22.0,OK
1381,8/10/2023 3:32:00 PM,Tanque 1001,132800.0,39440.0,Therlet 4,26.0,OK
1383,8/10/2023 4:27:00 PM,Tanque 1002,138000.0,40320.0,Therlet 4,23.0,OK
1385,8/10/2023 5:26:00 PM,Tanque 1003,129200.0,38640.0,Therlet 4,26.0,OK
1387,8/10/2023 6:31:00 PM,Tanque 1001,133600.0,38720.0,Therlet 4,26.0,OK
1389,8/10/2023 7:35:00 PM,Tanque 1002,124800.0,36720.0,Therlet 4,30.0,OK
1391,8/10/2023 8:30:00 PM,Tanque 1002,137600.0,39040.0,Therlet 4,26.0,OK
1393,8/10/2023 9:26:00 PM,Tanque 1003,132000.0,38000.0,Therlet 4,26.0,OK
1394,8/10/2023 10:30:00 PM,Tanque 1001,127200.0,38320.0,Therlet 4,25.0,OK
1397,8/10/2023 11:30:00 PM,Tanque 1002,152400.0,42960.0,Therlet 4,23.0,OK
1366,8/10/2023 11:30:00 PM,Tanque 1001,141200.0,44320.0,Therlet 4,23.0,OK
1400,8/11/2023 1:30:00 AM,Tanque 1001,137600.0,44200.0,Therlet 4,24.0,OK
1404,8/11/2023 3:30:00 AM,Tanque 1003,136400.0,38880.0,Therlet 4,30.0,OK
1407,8/11/2023 5:30:00 AM,Tanque 1002,136000.0,38400.0,Therlet 4,24.0,OK
1409,8/11/2023 2:33:00 PM,Tanque 1003,136400.0,40080.0,Therlet 4,30.0,OK
1410,8/11/2023 4:30:00 PM,Tanque 1001,126400.0,38320.0,Therlet 4,26.0,OK
1413,8/11/2023 5:35:00 PM,Tanque 1002,133000.0,38060.0,Therlet 4,26.0,OK
1415,8/11/2023 6:41:00 PM,Tanque 1003,129200.0,36960.0,Therlet 4,24.0,OK
1421,8/11/2023 9:31:00 PM,Tanque 1001,132400.0,39120.0,Therlet 4,23.0,OK
1425,8/11/2023 11:30:00 PM,Tanque 1001,120400.0,39840.0,Therlet 4,24.0,OK
1432,8/12/2023 2:30:00 AM,Tanque 1002,146800.0,41200.0,Therlet 4,24.0,OK
1435,8/12/2023 4:30:00 AM,Tanque 1001,144000.0,38960.0,Therlet 4,25.0,OK
1438,8/12/2023 5:30:00 AM,Tanque 1002,122800.0,36960.0,Therlet 4,25.0,OK
1441,8/12/2023 2:30:00 PM,Tanque 1002,136400.0,40240.0,Therlet 4,26.0,OK
1447,8/12/2023 4:30:00 PM,Tanque 1001,133600.0,39120.0,Therlet 4,23.0,OK
1450,8/12/2023 6:31:00 PM,Tanque 1001,132400.0,38880.0,Therlet 4,24.0,OK
1454,8/12/2023 9:30:00 PM,Tanque 1003,128400.0,36540.0,Therlet 4,30.0,OK
1456,8/13/2023 2:32:00 PM,Tanque 1002,136000.0,40160.0,Therlet 4,23.0,OK
1459,8/13/2023 4:30:00 PM,Tanque 1003,149200.0,40400.0,Therlet 4,24.0,OK
1464,8/13/2023 6:35:00 PM,Tanque 1001,133200.0,37920.0,Therlet 4,25.0,OK
1467,8/13/2023 8:33:00 PM,Tanque 1003,136800.0,40160.0,Therlet 4,22.0,OK
1469,8/13/2023 9:30:00 PM,Tanque 1001,140000.0,38720.0,Therlet 4,27.0,OK
1472,8/13/2023 10:30:00 PM,Tanque 1002,128800.0,37760.0,Therlet 4,27.0,OK
1474,8/13/2023 11:30:00 PM,Tanque 1002,130800.0,37360.0,Therlet 4,25.0,OK
1479,8/14/2023 2:30:00 AM,Tanque 1003,142400.0,40960.0,Therlet 4,24.0,OK
1483,8/14/2023 4:30:00 AM,Tanque 1002,141200.0,40400.0,Therlet 4,24.0,OK
1485,8/14/2023 2:31:00 PM,Tanque 1002,147800.0,41760.0,Therlet 4,23.0,OK
1490,8/14/2023 5:34:00 PM,Tanque 1002,130600.0,42210.0,Therlet 4,23.0,OK
1492,8/14/2023 7:33:00 PM,Tanque 1001,136600.0,40400.0,Therlet 4,23.0,OK
1494,8/14/2023 9:33:00 PM,Tanque 1003,122400.0,36480.0,Therlet 4,23.0,OK
1501,8/14/2023 11:30:00 PM,Tanque 1003,117600.0,36000.0,Therlet 4,23.0,OK
1504,8/15/2023 2:30:00 AM,Tanque 1001,133600.0,39120.0,Therlet 4,23.0,OK
1507,8/15/2023 3:30:00 AM,Tanque 1003,124000.0,34000.0,Therlet 4,25.0,OK
1509,8/15/2023 5:30:00 AM,Tanque 1002,130000.0,36800.0,Therlet 4,26.0,OK
1513,8/15/2023 3:33:00 PM,Tanque 1001,133200.0,40800.0,Therlet 4,30.0,OK
1514,8/15/2023 4:25:00 PM,Tanque 1001,131200.0,39600.0,Therlet 4,23.0,OK
1516,8/15/2023 5:34:00 PM,Tanque 1002,146000.0,41920.0,Therlet 4,25.0,OK
1520,8/15/2023 7:33:00 PM,Tanque 1001,142800.0,40560.0,Therlet 4,25.0,OK
1524,8/15/2023 9:35:00 PM,Tanque 1001,142800.0,40720.0,Therlet 4,25.0,OK
1529,8/16/2023 12:30:00 AM,Tanque 1001,139600.0,40400.0,Therlet 4,24.0,OK
1533,8/16/2023 2:30:00 AM,Tanque 1001,132000.0,39200.0,Therlet 4,24.0,OK
1537,8/16/2023 4:30:00 AM,Tanque 1002,136800.0,39600.0,Therlet 4,24.0,OK
1543,8/16/2023 5:36:00 PM,Tanque 1001,134000.0,38560.0,Therlet 4,25.0,OK
1547,8/16/2023 7:33:00 PM,Tanque 1001,128000.0,37840.0,Therlet 4,25.0,OK
1551,8/16/2023 9:30:00 PM,Tanque 1001,127200.0,37600.0,Therlet 4,24.0,OK
1555,8/16/2023 11:30:00 PM,Tanque 1001,128400.0,38000.0,Therlet 4,23.0,OK
1559,8/17/2023 1:39:00 AM,Tanque 1003,126400.0,37520.0,Therlet 4,25.0,OK
1563,8/17/2023 3:30:00 AM,Tanque 1003,148400.0,41280.0,Therlet 4,24.0,OK
1566,8/17/2023 5:30:00 AM,Tanque 1002,142000.0,40240.0,Therlet 4,24.0,OK
1568,8/17/2023 3:34:00 PM,Tanque 1002,128400.0,38000.0,Therlet 4,23.0,OK
1570,8/17/2023 5:30:00 PM,Tanque 1003,128400.0,37280.0,Therlet 4,25.0,OK
1573,8/17/2023 8:30:00 PM,Tanque 1003,130800.0,37360.0,Therlet 4,23.0,OK
1578,8/17/2023 11:30:00 PM,Tanque 1003,132600.0,38960.0,Therlet 4,23.0,OK
1580,8/18/2023 1:30:00 AM,Tanque 1002,123600.0,37120.0,Therlet 4,25.0,OK
1583,8/18/2023 3:30:00 AM,Tanque 1001,115600.0,35680.0,Therlet 4,25.0,OK
1585,8/18/2023 5:30:00 AM,Tanque 1003,122000.0,36480.0,Therlet 4,25.0,OK
1587,8/18/2023 6:30:00 AM,Tanque 1003,128000.0,35200.0,Therlet 4,22.0,OK
1590,8/18/2023 7:30:00 AM,Tanque 1001,135800.0,33080.0,Therlet 4,25.0,OK
1592,8/18/2023 8:30:00 AM,Tanque 1002,138400.0,39000.0,Therlet 4,26.0,OK
1594,8/18/2023 9:30:00 AM,Tanque 1003,140000.0,38000.0,Therlet 4,24.0,OK
1596,8/18/2023 10:30:00 AM,Tanque 1003,128000.0,37520.0,Therlet 4,23.0,OK
1598,8/18/2023 11:30:00 AM,Tanque 1001,138300.0,43000.0,Therlet 4,25.0,OK
1600,8/18/2023 12:30:00 PM,Tanque 1002,128000.0,34000.0,Therlet 4,25.0,OK
1602,8/18/2023 1:30:00 PM,Tanque 1003,129000.0,41750.0,Therlet 4,23.0,OK
1603,8/18/2023 2:31:00 PM,Tanque 1001,115600.0,34880.0,Therlet 4,26.0,OK
1606,8/18/2023 3:31:00 PM,Tanque 1002,119200.0,35280.0,Therlet 4,23.0,OK
1607,8/18/2023 4:27:00 PM,Tanque 1003,124000.0,36400.0,Therlet 4,22.0,OK
1609,8/18/2023 5:28:00 PM,Tanque 1001,122800.0,37760.0,Therlet 4,24.0,OK
1612,8/18/2023 6:31:00 PM,Tanque 1002,121600.0,36960.0,Therlet 4,22.0,OK
1614,8/18/2023 7:32:00 PM,Tanque 1003,120000.0,36000.0,Therlet 4,22.0,OK
1616,8/18/2023 8:24:00 PM,Tanque 1003,128000.0,37440.0,Therlet 4,21.0,OK
1618,8/18/2023 9:32:00 PM,Tanque 1002,124600.0,34620.0,Therlet 4,23.0,OK
1622,8/18/2023 11:30:00 PM,Tanque 1003,139080.0,38080.0,Therlet 4,26.0,OK
1624,8/19/2023 1:30:00 AM,Tanque 1002,133600.0,39280.0,Therlet 4,23.0,OK
1625,8/19/2023 2:30:00 AM,Tanque 1003,149200.0,39760.0,Therlet 4,25.0,OK
1629,8/19/2023 4:32:00 AM,Tanque 1002,128400.0,36480.0,Therlet 4,24.0,OK
1632,8/19/2023 6:30:00 AM,Tanque 1001,129000.0,38450.0,Therlet 4,23.0,OK
1634,8/19/2023 7:30:00 AM,Tanque 1001,132000.0,42000.0,Therlet 4,23.0,OK
1636,8/19/2023 8:30:00 AM,Tanque 1002,122120.0,42000.0,Therlet 4,24.0,OK
1638,8/19/2023 9:30:00 AM,Tanque 1002,118700.0,37020.0,Therlet 4,26.0,OK
1640,8/19/2023 10:30:00 AM,Tanque 1003,119000.0,34200.0,Therlet 4,24.0,OK
1642,8/19/2023 11:30:00 AM,Tanque 1001,138000.0,42000.0,Therlet 4,25.0,OK
1644,8/19/2023 12:30:00 PM,Tanque 1002,125000.0,33080.0,Therlet 4,25.0,OK
1646,8/19/2023 1:30:00 PM,Tanque 1003,132000.0,40120.0,Therlet 4,26.0,OK
1647,8/19/2023 2:36:00 PM,Tanque 1002,126000.0,36160.0,Therlet 4,25.0,OK
1649,8/19/2023 3:33:00 PM,Tanque 1001,120800.0,34880.0,Therlet 4,25.0,OK
1652,8/19/2023 5:30:00 PM,Tanque 1003,127600.0,36640.0,Therlet 4,24.0,OK
1654,8/19/2023 6:39:00 PM,Tanque 1001,138240.0,38100.0,Therlet 4,23.0,OK
1658,8/19/2023 9:33:00 PM,Tanque 1002,122440.0,36080.0,Therlet 4,25.0,OK
1661,8/19/2023 11:41:00 PM,Tanque 1003,128400.0,37600.0,Therlet 4,25.0,OK
1663,8/20/2023 1:33:00 AM,Tanque 1001,127600.0,37040.0,Therlet 4,24.0,OK
1666,8/20/2023 3:30:00 AM,Tanque 1003,126800.0,39000.0,Therlet 4,24.0,OK
1712,8/21/2023 3:31:00 PM,Tanque 1002,120400.0,36480.0,Therlet 4,20.0,OK
1717,8/21/2023 5:33:00 PM,Tanque 1001,125600.0,37040.0,Therlet 4,24.0,OK
1721,8/21/2023 7:35:00 PM,Tanque 1001,132400.0,38160.0,Therlet 4,30.0,OK
1724,8/21/2023 9:32:00 PM,Tanque 1001,126800.0,38160.0,Therlet 4,26.0,OK
1778,8/23/2023 12:27:00 AM,Tanque 1003,138400.0,39040.0,Therlet 4,29.0,OK
1782,8/23/2023 2:30:00 AM,Tanque 1002,142000.0,41200.0,Therlet 4,25.0,OK
1785,8/23/2023 4:30:00 AM,Tanque 1002,138800.0,41440.0,Therlet 4,25.0,OK
1788,8/23/2023 6:32:00 AM,Tanque 1001,119000.0,32000.0,Therlet 4,26.0,OK
1790,8/23/2023 7:30:00 AM,Tanque 1001,121120.0,38000.0,Therlet 4,25.0,OK
1792,8/23/2023 8:31:00 AM,Tanque 1002,119800.0,40000.0,Therlet 4,24.0,OK
1796,8/23/2023 10:30:00 AM,Tanque 1001,142000.0,37000.0,Therlet 4,22.0,OK
1802,8/23/2023 1:30:00 PM,Tanque 1002,128000.0,36000.0,Therlet 4,26.0,OK
1803,8/23/2023 2:34:00 PM,Tanque 1001,135780.0,39640.0,Therlet 4,24.0,OK
1807,8/23/2023 5:28:00 PM,Tanque 1003,134670.0,43690.0,Therlet 4,23.0,OK
1810,8/23/2023 6:39:00 PM,Tanque 1001,142000.0,41280.0,Therlet 4,24.0,OK
1815,8/23/2023 9:40:00 PM,Tanque 1003,140800.0,40960.0,Therlet 4,23.0,OK
1821,8/23/2023 11:30:00 PM,Tanque 1002,140400.0,39440.0,Therlet 4,22.0,OK
1826,8/24/2023 1:27:00 AM,Tanque 1002,126400.0,38080.0,Therlet 4,23.0,OK
1830,8/24/2023 3:30:00 AM,Tanque 1003,130400.0,39280.0,Therlet 4,25.0,OK
1834,8/24/2023 5:30:00 AM,Tanque 1002,126400.0,38720.0,Therlet 4,23.0,OK
1838,8/24/2023 7:30:00 AM,Tanque 1002,137180.0,38400.0,Therlet 4,25.0,OK
1846,8/24/2023 11:26:00 AM,Tanque 1001,120200.0,34080.0,Therlet 4,25.0,OK
1856,8/24/2023 4:33:00 PM,Tanque 1001,130400.0,38880.0,Therlet 4,23.0,OK
1861,8/24/2023 7:20:00 PM,Tanque 1002,131600.0,37760.0,Therlet 4,23.0,OK
1868,8/24/2023 11:30:00 PM,Tanque 1001,135200.0,38160.0,Therlet 4,29.0,OK
1871,8/25/2023 1:45:00 AM,Tanque 1003,127600.0,39120.0,Therlet 4,23.0,OK
1876,8/25/2023 3:30:00 AM,Tanque 1003,126800.0,38480.0,Therlet 4,26.0,OK
1880,8/25/2023 5:30:00 AM,Tanque 1003,133200.0,38400.0,Therlet 4,25.0,OK
1886,8/25/2023 8:30:00 AM,Tanque 1001,133000.0,40000.0,Therlet 4,24.0,OK
1890,8/25/2023 10:31:00 AM,Tanque 1003,132000.0,39540.0,Therlet 4,24.0,OK
1892,8/25/2023 11:36:00 AM,Tanque 1001,133000.0,35120.0,Therlet 4,24.0,OK
1898,8/25/2023 3:40:00 PM,Tanque 1003,126000.0,36720.0,Therlet 4,30.0,OK
1901,8/25/2023 5:39:00 PM,Tanque 1003,131600.0,38800.0,Therlet 4,23.0,OK
1909,8/25/2023 8:27:00 PM,Tanque 1001,131200.0,38480.0,Therlet 4,25.0,OK
1913,8/25/2023 10:30:00 PM,Tanque 1003,149600.0,42720.0,Therlet 4,24.0,OK
1918,8/26/2023 12:30:00 AM,Tanque 1003,136000.0,40320.0,Therlet 4,27.0,OK
1922,8/26/2023 2:30:00 AM,Tanque 1003,145200.0,41440.0,Therlet 4,24.0,OK
1932,8/26/2023 7:30:00 AM,Tanque 1002,128450.0,33080.0,Therlet 4,27.0,OK
1936,8/26/2023 9:31:00 AM,Tanque 1002,141350.0,39600.0,Therlet 4,26.0,OK
1946,8/26/2023 11:30:00 AM,Tanque 1001,141200.0,39710.0,Therlet 4,23.0,OK
1950,8/26/2023 1:30:00 PM,Tanque 1001,136000.0,35080.0,Therlet 4,24.0,OK
1953,8/26/2023 3:31:00 PM,Tanque 1001,118400.0,36560.0,Therlet 4,25.0,OK
1958,8/26/2023 5:29:00 PM,Tanque 1001,119600.0,39520.0,Therlet 4,27.0,OK
1961,8/26/2023 6:30:00 PM,Tanque 1002,139800.0,39220.0,Therlet 4,23.0,OK
1965,8/26/2023 9:34:00 PM,Tanque 1003,138400.0,39280.0,Therlet 4,23.0,OK
1969,8/26/2023 11:30:00 PM,Tanque 1002,136800.0,41120.0,Therlet 4,25.0,OK
1973,8/27/2023 1:26:00 AM,Tanque 1001,138000.0,40240.0,Therlet 4,25.0,OK
1974,8/27/2023 2:30:00 AM,Tanque 1002,133600.0,36840.0,Therlet 4,23.0,OK
1976,8/27/2023 4:30:00 AM,Tanque 1001,145200.0,40160.0,Therlet 4,26.0,OK
1979,8/27/2023 6:30:00 AM,Tanque 1003,129000.0,42310.0,Therlet 4,26.0,OK
1980,8/27/2023 7:30:00 AM,Tanque 1003,133000.0,37120.0,Therlet 4,24.0,OK
1981,8/27/2023 8:30:00 AM,Tanque 1001,141450.0,39000.0,Therlet 4,25.0,OK
1982,8/27/2023 9:28:00 AM,Tanque 1001,122340.0,35080.0,Therlet 4,23.0,OK
1983,8/27/2023 10:32:00 AM,Tanque 1002,132600.0,34250.0,Therlet 4,23.0,OK
1984,8/27/2023 11:30:00 AM,Tanque 1002,142430.0,41610.0,Therlet 4,22.0,OK
1985,8/27/2023 12:30:00 PM,Tanque 1002,132000.0,36000.0,Therlet 4,24.0,OK
1986,8/27/2023 1:30:00 PM,Tanque 1003,136000.0,40000.0,Therlet 4,26.0,OK
1987,8/27/2023 2:31:00 PM,Tanque 1003,129200.0,37200.0,Therlet 4,24.0,OK
1988,8/27/2023 3:30:00 PM,Tanque 1003,134000.0,38960.0,Therlet 4,26.0,OK
1989,8/27/2023 4:31:00 PM,Tanque 1002,126000.0,36880.0,Therlet 4,27.0,OK
1990,8/27/2023 5:32:00 PM,Tanque 1002,120400.0,36960.0,Therlet 4,23.0,OK
1992,8/27/2023 7:33:00 PM,Tanque 1003,132600.0,36400.0,Therlet 4,25.0,OK
1993,8/27/2023 8:28:00 PM,Tanque 1003,134000.0,40880.0,Therlet 4,30.0,OK
1994,8/27/2023 9:30:00 PM,Tanque 1001,134400.0,39840.0,Therlet 4,21.0,OK
1996,8/27/2023 10:30:00 PM,Tanque 1001,137200.0,40800.0,Therlet 4,20.0,OK
2003,8/28/2023 3:53:00 AM,Tanque 1001,134800.0,40000.0,Therlet 4,25.0,OK
2004,8/28/2023 4:30:00 AM,Tanque 1003,129600.0,38800.0,Therlet 4,28.0,OK
2010,8/28/2023 7:30:00 AM,Tanque 1003,131250.0,35120.0,Therlet 4,23.0,OK
2014,8/28/2023 9:30:00 AM,Tanque 1002,125200.0,43080.0,Therlet 4,23.0,OK
2020,8/28/2023 12:30:00 PM,Tanque 1003,120000.0,39450.0,Therlet 4,23.0,OK
2023,8/28/2023 2:41:00 PM,Tanque 1003,121200.0,35440.0,Therlet 4,24.0,OK
2024,8/28/2023 2:46:00 PM,Tanque 1003,124000.0,36480.0,Therlet 4,23.0,OK
2029,8/28/2023 5:32:00 PM,Tanque 1001,127200.0,37760.0,Therlet 4,24.0,OK
2033,8/28/2023 7:26:00 PM,Tanque 1001,126400.0,38560.0,Therlet 4,25.0,OK
2037,8/28/2023 9:33:00 PM,Tanque 1003,128800.0,38160.0,Therlet 4,24.0,OK
2046,8/29/2023 1:30:00 AM,Tanque 1003,146000.0,44080.0,Therlet 4,25.0,OK
2050,8/29/2023 3:30:00 AM,Tanque 1003,147200.0,44560.0,Therlet 4,23.0,OK
2052,8/29/2023 4:30:00 AM,Tanque 1001,138400.0,42400.0,Therlet 4,25.0,OK
2055,8/29/2023 6:30:00 AM,Tanque 1003,128000.0,39120.0,Therlet 4,23.0,OK
2059,8/29/2023 8:30:00 AM,Tanque 1002,130530.0,38880.0,Therlet 4,23.0,OK
2061,8/29/2023 9:30:00 AM,Tanque 1002,143450.0,41200.0,Therlet 4,28.0,OK
2065,8/29/2023 11:30:00 AM,Tanque 1001,127620.0,39800.0,Therlet 4,23.0,OK
2069,8/29/2023 1:28:00 PM,Tanque 1001,139860.0,41710.0,Therlet 4,24.0,OK
2072,8/29/2023 3:31:00 PM,Tanque 1002,128000.0,36880.0,Therlet 4,26.0,OK
2076,8/29/2023 5:29:00 PM,Tanque 1001,148800.0,36640.0,Therlet 4,26.0,OK
2082,8/29/2023 8:36:00 PM,Tanque 1003,135200.0,37600.0,Therlet 4,26.0,OK
2087,8/29/2023 10:30:00 PM,Tanque 1002,133200.0,37920.0,Therlet 4,26.0,OK
2093,8/30/2023 1:34:00 AM,Tanque 1001,146800.0,44080.0,Therlet 4,25.0,OK
2099,8/30/2023 4:30:00 AM,Tanque 1002,134800.0,40800.0,Therlet 4,24.0,OK
2104,8/30/2023 7:30:00 AM,Tanque 1001,140000.0,41000.0,Therlet 4,26.0,OK
2108,8/30/2023 9:43:00 AM,Tanque 1003,122000.0,34200.0,Therlet 4,25.0,OK
2112,8/30/2023 11:30:00 AM,Tanque 1001,134000.0,36000.0,Therlet 4,26.0,OK
2113,8/30/2023 12:47:00 PM,Tanque 1003,140000.0,39000.0,Therlet 4,25.0,OK
2116,8/30/2023 1:30:00 PM,Tanque 1001,143000.0,39000.0,Therlet 4,24.0,OK
2119,8/30/2023 3:35:00 PM,Tanque 1002,130800.0,38800.0,Therlet 4,25.0,OK
2123,8/30/2023 5:33:00 PM,Tanque 1001,138400.0,40560.0,Therlet 4,24.0,OK
2127,8/30/2023 7:33:00 PM,Tanque 1003,130400.0,39170.0,Therlet 4,26.0,OK
2131,8/30/2023 9:37:00 PM,Tanque 1001,124400.0,38240.0,Therlet 4,26.0,OK
2139,8/31/2023 12:30:00 AM,Tanque 1002,126000.0,36320.0,Therlet 4,25.0,OK
2143,8/31/2023 2:30:00 AM,Tanque 1002,130800.0,37200.0,Therlet 4,24.0,OK
2147,8/31/2023 4:30:00 AM,Tanque 1002,122800.0,38080.0,Therlet 4,25.0,OK
2160,8/31/2023 10:30:00 AM,Tanque 1003,134760.0,138790.0,Therlet 4,26.0,OK
2166,8/31/2023 11:25:00 AM,Tanque 1003,140000.0,42000.0,Therlet 4,24.0,OK
2168,8/31/2023 12:30:00 PM,Tanque 1001,137000.0,37420.0,Therlet 4,23.0,OK
2170,8/31/2023 1:30:00 PM,Tanque 1001,138000.0,36500.0,Therlet 4,24.0,OK
2172,8/31/2023 2:32:00 PM,Tanque 1003,132570.0,38900.0,Therlet 4,26.0,OK
2187,8/31/2023 9:19:00 PM,Tanque 1003,134800.0,41200.0,Therlet 4,26.0,OK
2193,9/1/2023 12:30:00 AM,Tanque 1002,148400.0,43080.0,Therlet 4,26.0,OK
2197,9/1/2023 2:30:00 AM,Tanque 1002,135200.0,39840.0,Therlet 4,25.0,OK
2201,9/1/2023 4:30:00 AM,Tanque 1001,131600.0,37760.0,Therlet 4,27.0,OK
2204,9/1/2023 7:30:00 AM,Tanque 1003,123000.0,39450.0,Therlet 4,24.0,OK
2208,9/1/2023 9:30:00 AM,Tanque 1002,119200.0,37600.0,Therlet 4,25.0,OK
2212,9/1/2023 11:30:00 AM,Tanque 1001,133000.0,41200.0,Therlet 4,26.0,OK
2216,9/1/2023 1:33:00 PM,Tanque 1003,133180.0,33120.0,Therlet 4,26.0,OK
2220,9/1/2023 3:35:00 PM,Tanque 1001,115600.0,35920.0,Therlet 4,26.0,OK
2228,9/1/2023 7:35:00 PM,Tanque 1003,126400.0,38880.0,Therlet 4,26.0,OK
2232,9/1/2023 11:43:00 PM,Tanque 1002,152800.0,40480.0,Therlet 4,24.0,OK
2239,9/2/2023 1:30:00 AM,Tanque 1001,151600.0,40240.0,Therlet 4,25.0,OK
2241,9/2/2023 2:30:00 AM,Tanque 1003,141200.0,41440.0,Therlet 4,26.0,OK
2245,9/2/2023 4:30:00 AM,Tanque 1002,136400.0,37680.0,Therlet 4,25.0,OK
2249,9/2/2023 6:30:00 AM,Tanque 1001,122300.0,33120.0,Therlet 4,25.0,OK
2251,9/2/2023 7:28:00 AM,Tanque 1002,128900.0,33080.0,Therlet 4,23.0,OK
2255,9/2/2023 9:30:00 AM,Tanque 1001,127000.0,38200.0,Therlet 4,22.0,OK
2259,9/2/2023 11:33:00 AM,Tanque 1003,132300.0,39100.0,Therlet 4,25.0,OK
2261,9/2/2023 12:36:00 PM,Tanque 1001,132200.0,36600.0,Therlet 4,25.0,OK
2266,9/2/2023 3:30:00 PM,Tanque 1003,126400.0,37360.0,Therlet 4,24.0,OK
2268,9/2/2023 5:30:00 PM,Tanque 1002,120000.0,36400.0,Therlet 4,25.0,OK
2272,9/2/2023 8:26:00 PM,Tanque 1002,126000.0,38790.0,Therlet 4,24.0,OK
2271,9/2/2023 8:28:00 PM,Tanque 1002,125800.0,39560.0,Therlet 4,24.0,OK
2274,9/2/2023 10:30:00 PM,Tanque 1001,126400.0,37120.0,Therlet 4,25.0,OK
2278,9/3/2023 1:37:00 AM,Tanque 1003,122800.0,36640.0,Therlet 4,25.0,OK
2280,9/3/2023 3:30:00 AM,Tanque 1002,134000.0,40720.0,Therlet 4,25.0,OK
2283,9/3/2023 5:30:00 AM,Tanque 1003,124800.0,36560.0,Therlet 4,25.0,OK
2293,9/3/2023 12:35:00 PM,Tanque 1002,117000.0,33080.0,Therlet 4,22.0,OK
2295,9/3/2023 1:30:00 PM,Tanque 1003,129600.0,38400.0,Therlet 4,23.0,OK
2296,9/3/2023 2:31:00 PM,Tanque 1001,110000.0,34320.0,Therlet 4,25.0,OK
2300,9/3/2023 3:33:00 PM,Tanque 1003,122800.0,35520.0,Therlet 4,26.0,OK
2306,9/3/2023 8:31:00 PM,Tanque 1003,120400.0,37440.0,Therlet 4,25.0,OK
2312,9/3/2023 11:30:00 PM,Tanque 1002,144400.0,34000.0,Therlet 4,26.0,OK
2314,9/4/2023 12:30:00 AM,Tanque 1001,130800.0,39760.0,Therlet 4,26.0,OK
